ts,cheval,cavalier,discipline,epreuve,hauteur,classement_estime,proba,verdict,is_cold_start,model_name,snapshot,id
2026-05-25T05:55:04,ATHENA,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin individuel,,1,31,cold-start,True,LightGBM,crawl-predict:c36a23a6,c7cedaffc5f0
2026-05-25T05:55:04,UPLOU,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin individuel,,9,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,ea5d22e832f1
2026-05-25T05:55:04,CHEVREUIL,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin individuel,,10,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,2bb2b54dab92
2026-05-25T05:55:04,ATHENA,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin individuel,,2,31,cold-start,True,LightGBM,crawl-predict:c36a23a6,72384362bc52
2026-05-25T05:55:04,AGUR,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin individuel,,11,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,09c654ad7754
2026-05-25T05:55:04,ATHENA,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin individuel,,3,31,cold-start,True,LightGBM,crawl-predict:c36a23a6,2a00f93a254e
2026-05-25T05:55:04,DIAMS DU CARDINAL,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin individuel,,12,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,f8e52f491e0e
2026-05-25T05:55:04,LERIS,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin individuel,,13,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,75111aec05f0
2026-05-25T05:55:04,HOULAOUPS DE MATT,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin individuel,,17,4,cold-start,True,LightGBM,crawl-predict:c36a23a6,de1e46e2b600
2026-05-25T05:55:04,AGUR,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin individuel,,14,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,49c654a33e9c
2026-05-25T05:55:04,LERIS,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin individuel,,15,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,e8afa83c8e34
2026-05-25T05:55:04,KRASH DE LA LUCE,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin individuel,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,d1fe7acb916e
2026-05-25T05:55:04,SATINE,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin individuel,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,454b18a2896a
2026-05-25T05:55:04,FARANDOLE DE FABRY,Voir sa fiche,Equifun 30 cm,Club A Poussin individuel,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,c6599862132e
2026-05-25T05:55:04,NOW OR NEVER V.D.KOERBERG,Voir sa fiche,Equifun 30 cm,Club A Poussin individuel,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,cfb8b2cc259d
2026-05-25T05:55:04,KIRIKOU A'K,Voir sa fiche,Equifun 30 cm,Club A Poussin individuel,,4,2,cold-start,True,LightGBM,crawl-predict:c36a23a6,3552a931d70a
2026-05-25T05:55:04,UMOUR DE FABRY,Voir sa fiche,Equifun 30 cm,Club A Poussin individuel,,3,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,0a5ff78b0b61
2026-05-25T05:55:04,HENIARTH TINTAGEL,Voir sa fiche,Equifun 70 cm,Club Poney Elite Chp Reg individuel,,1,100,cold-start,True,LightGBM,crawl-predict:c36a23a6,734d6d34f44a
2026-05-25T05:55:04,CARLA,Voir sa fiche,Equifun 70 cm,Club Poney Elite Chp Reg individuel,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,9dcebd4b98ea
2026-05-25T05:55:04,JIVASTAR DES NOUETTES,Voir sa fiche,Equifun 70 cm,Club Poney Elite Chp Reg individuel,,3,15,cold-start,True,LightGBM,crawl-predict:c36a23a6,261a1dd714da
2026-05-25T05:55:04,DIOXINE DE CAUX,Voir sa fiche,Equifun 70 cm,Club Poney Elite Chp Reg individuel,,4,12,cold-start,True,LightGBM,crawl-predict:c36a23a6,9d3101cc1591
2026-05-25T05:55:04,BAGHEERA DE MARCY,Voir sa fiche,Equifun 50 cm,Club Poney Minime individuel,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,dad5052ad2ba
2026-05-25T05:55:04,GEMAX DE LA MALLE,Voir sa fiche,Equifun 50 cm,Club Poney Minime individuel,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,060b7d39d239
2026-05-25T05:55:04,BALMIRA DES BERTAINES,Voir sa fiche,Equifun 60 cm,Club Poney Cadet individuel,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,dff6227daecf
2026-05-25T05:55:04,DARLING TEMPLERIE,Voir sa fiche,Equifun 60 cm,Club Poney Cadet individuel,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,3b760991e5f4
2026-05-25T05:55:04,GEMAX DE LA MALLE,Voir sa fiche,Equifun 60 cm,Club Poney Cadet individuel,,3,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,9b51c98b4fd0
2026-05-25T05:55:04,BAGHEERA DE MARCY,Voir sa fiche,Equifun 60 cm,Club Poney Cadet individuel,,4,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,af05b9e6a8b0
2026-05-25T05:55:04,RIVERE,Voir sa fiche,Equifun 60 cm,Club Poney Cadet individuel,,5,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,9dead153e866
2026-05-25T05:55:04,HEIDI DE YAME,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin individuel,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,ec7ed3275115
2026-05-25T05:55:04,HEIDI DE YAME,Voir sa fiche,Equifun 70 cm,Club Poney Elite individuel,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,ea0a848316bf
2026-05-25T05:55:04,SUCRE D'ORGE,Voir sa fiche,Equifun 30 cm,Club A Poussin individuel,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,b2305cdbcc49
2026-05-25T05:55:04,JALOUSE DES VALLEES,Voir sa fiche,Equifun 30 cm,Club A Poussin individuel,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,06b35336ef62
2026-05-25T05:55:04,EXPRESSO,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin individuel,,1,100,cold-start,True,LightGBM,crawl-predict:c36a23a6,2191323e090a
2026-05-25T05:55:04,AINTO D'ETXE,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin individuel,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,6f1d69060e44
2026-05-25T05:55:04,LAMBADA,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin individuel,,1,4,cold-start,True,LightGBM,crawl-predict:c36a23a6,99e35678c529
2026-05-25T05:55:04,LAMBADA,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin individuel,,2,4,cold-start,True,LightGBM,crawl-predict:c36a23a6,a8c3c0758aad
2026-05-25T05:55:04,AINTO D'ETXE,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin équipe,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,c0a9bf97740c
2026-05-25T05:55:04,EXPRESSO,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin équipe,,1,100,cold-start,True,LightGBM,crawl-predict:c36a23a6,95f2b617b57d
2026-05-25T05:55:04,LAMBADA,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin équipe,,3,4,cold-start,True,LightGBM,crawl-predict:c36a23a6,1dd29769d7ac
2026-05-25T05:55:04,BELINDA VD BREEMHORSTSEDI,Voir sa fiche,Equifun 30 cm,Club A Poussin Circuit Dpt équipe,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,ae3f382f48ea
2026-05-25T05:55:04,CONFETIE WICQ AN DO,Voir sa fiche,Equifun 30 cm,Club A Poussin Circuit Dpt équipe,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,8ddc22f0deee
2026-05-25T05:55:04,HE HOP DES LUTINS,Voir sa fiche,Equifun 30 cm,Club A Poussin Circuit Dpt équipe,,3,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,106fa51a5161
2026-05-25T05:55:04,BAILI DES FLORETTES,Voir sa fiche,Equifun 30 cm,Club A Poussin Circuit Dpt équipe,,4,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,22772b439cf2
2026-05-25T05:55:04,JAIKA DES SAGNATS,Voir sa fiche,Equifun 60 cm,Club Circuit Dpt équipe,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,4fb64f88ccac
2026-05-25T05:55:04,DIVINO MIO ELM,Voir sa fiche,Equifun 60 cm,Club Circuit Dpt équipe,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,4b1346bbcbba
2026-05-25T05:55:04,LEGEND DE MARGNAT,Voir sa fiche,Equifun 60 cm,Club Circuit Dpt équipe,,3,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,8338b791fa70
2026-05-25T05:55:04,GUAPA DE LAUZ,Voir sa fiche,Equifun 60 cm,Club Circuit Dpt équipe,,4,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,981fedee21b5
2026-05-25T05:55:04,CHAUSSETTE,Voir sa fiche,Equifun 60 cm,Club Circuit Dpt équipe,,5,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,cd39ea05430d
2026-05-25T05:55:04,DINO,Voir sa fiche,Equifun 60 cm,Club Circuit Dpt équipe,,6,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,a2025ac41a70
2026-05-25T05:55:04,IMALAYA D AURIERES,Voir sa fiche,Equifun 60 cm,Club Circuit Dpt équipe,,8,14,cold-start,True,LightGBM,crawl-predict:c36a23a6,4ce20ee656a5
2026-05-25T05:55:04,CACAHETTE,Voir sa fiche,Equifun 60 cm,Club Circuit Dpt équipe,,7,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,1b96251d4e14
2026-05-25T05:55:04,FOULBAZAR BRAGALOU,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin équipe,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,8115e15d1923
2026-05-25T05:55:04,INUIT DU GONDOR,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin équipe,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,8fd5e93f6ba2
2026-05-25T05:55:04,LANESFIELD EMPEROR,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin équipe,,3,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,aaa8d2fcdcc0
2026-05-25T05:55:04,CRUMBLE D'ELVORT,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin équipe,,17,3,cold-start,True,LightGBM,crawl-predict:c36a23a6,306a6e220580
2026-05-25T05:55:04,IZARRA DES GOURMANDS,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin équipe,,4,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,182412e1ef4c
2026-05-25T05:55:04,JIJI,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin équipe,,5,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,4e697515ef9d
2026-05-25T05:55:04,IAOURT DES GOURMANDS,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin équipe,,6,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,0e9e5fd8ac8f
2026-05-25T05:55:04,HY LOU DES CISTES,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin équipe,,7,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,7866ea9f808c
2026-05-25T05:55:04,SHAKYRA,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin équipe,,19,1,cold-start,True,LightGBM,crawl-predict:c36a23a6,0b63cb6f20ac
2026-05-25T05:55:04,CRUMBLE D'ELVORT,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin équipe,,18,3,cold-start,True,LightGBM,crawl-predict:c36a23a6,275bc31df229
2026-05-25T05:55:04,CRAZY WAY DU POET,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin équipe,,16,7,cold-start,True,LightGBM,crawl-predict:c36a23a6,3573e15694e6
2026-05-25T05:55:04,HASHTAG,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin équipe,,8,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,c0a998efa1d4
2026-05-25T05:55:04,JAIKA DES SAGNATS,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin équipe,,9,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,20ec711731b5
2026-05-25T05:55:04,TYRIE GAELIC GOODFELLA,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin équipe,,10,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,8b196e123df0
2026-05-25T05:55:04,GLADYS,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin équipe,,11,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,f9b7c9fc7759
2026-05-25T05:55:04,ADIBOU,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin équipe,,12,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,d4975a9791a8
2026-05-25T05:55:04,SPARKY,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin équipe,,13,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,67fa21e9c5db
2026-05-25T05:55:04,BINGO,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin équipe,,14,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,9188663861ae
2026-05-25T05:55:04,CRANBERRY,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin équipe,,15,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,9f77b4cd5acd
2026-05-25T05:55:04,BLAKEHILL ROSIA,Voir sa fiche,Equifun 70 cm,Club Elite équipe,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,4be39147e9d5
2026-05-25T05:55:04,ASCOTT ROYALE,Voir sa fiche,Equifun 70 cm,Club Elite équipe,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,3f82ef134243
2026-05-25T05:55:04,JAPPELOUP D'UBO,Voir sa fiche,Equifun 70 cm,Club Elite équipe,,3,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,1e88ce91de37
2026-05-25T05:55:04,ARTEMIS,Voir sa fiche,Equifun 70 cm,Club Elite équipe,,4,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,40e7eb0b409d
2026-05-25T05:55:04,WITHAQ,Voir sa fiche,Equifun 70 cm,Club Elite équipe,,5,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,2df94100a84e
2026-05-25T05:55:04,JOYCA,Voir sa fiche,Equifun 70 cm,Club Elite équipe,,6,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,e3736c3bc8f5
2026-05-25T05:55:04,HEILTSUK DE MANDOT,Voir sa fiche,Equifun 70 cm,Club Elite équipe,,7,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,b01b51a39de2
2026-05-25T05:55:04,APOLON,Voir sa fiche,Equifun 70 cm,Club Elite équipe,,8,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,6694f45388ac
2026-05-25T05:55:04,AZZARO MARIELLIS,Voir sa fiche,Equifun 70 cm,Club Elite équipe,,9,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,1e0eefac3ee6
2026-05-25T05:55:04,ZAFIRO,Voir sa fiche,Equifun 70 cm,Club Elite équipe,,10,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,600477fdc34d
2026-05-25T05:55:04,FILOMENA AM,Voir sa fiche,Equifun 70 cm,Club Elite équipe,,11,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,f1c19f84b436
2026-05-25T05:55:04,IBIZZA DE CHASTANAT,Voir sa fiche,Equifun 70 cm,Club Elite équipe,,12,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,be65ee37aeb1
2026-05-25T05:55:04,CACAHETTE,Voir sa fiche,Equifun 70 cm,Club Elite équipe,,13,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,47820ac7c943
2026-05-25T05:55:04,CHAUSSETTE,Voir sa fiche,Equifun 70 cm,Club Elite équipe,,14,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,5f83e22b49da
2026-05-25T05:55:04,KLEOPATRE DIMAVI,Voir sa fiche,Equifun 70 cm,Club Elite équipe,,15,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,6caa3aa2c052
2026-05-25T05:55:04,BLOEM VD VALKENBERG,Voir sa fiche,Equifun 30 cm,Club A Moustique Circuit Dpt équipe,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,42c93844bfbf
2026-05-25T05:55:04,WIENEKE V ERF'T ELDE,Voir sa fiche,Equifun 30 cm,Club A Moustique Circuit Dpt équipe,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,04828d0f09b9
2026-05-25T05:55:04,CONTE D'ARQUETAN,Voir sa fiche,Equifun 30 cm,Club A Moustique Circuit Dpt équipe,,3,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,8dcb6c4323c1
2026-05-25T05:55:04,CONFETTI D'ARQUETAN,Voir sa fiche,Equifun 30 cm,Club A Moustique Circuit Dpt équipe,,4,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,06d2d6243700
2026-05-25T05:55:04,CONFETTI D'ARQUETAN,Voir sa fiche,Equifun 30 cm,Club A Poussin Circuit Dpt individuel,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,7703b2c7236f
2026-05-25T05:55:04,BLOEM VD VALKENBERG,Voir sa fiche,Equifun 30 cm,Club A Poussin Circuit Dpt individuel,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,3e5a0884627f
2026-05-25T05:55:04,MANILLE DU COURTIL,Voir sa fiche,Equifun 30 cm,Club A Poussin Circuit Dpt individuel,,3,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,9e7b30dcc05a
2026-05-25T05:55:04,SCOUBIDOU STARQUETAN,Voir sa fiche,Equifun 30 cm,Club A Poussin Circuit Dpt individuel,,4,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,4bcab90e2024
2026-05-25T05:55:04,WIENEKE V ERF'T ELDE,Voir sa fiche,Equifun 30 cm,Club A Poussin Circuit Dpt équipe,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,1a7aff6786a4
2026-05-25T05:55:04,NINTE V.STAL NIEUWEMOED,Voir sa fiche,Equifun 30 cm,Club A Poussin Circuit Dpt équipe,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,1d908e3b7b27
2026-05-25T05:55:04,CONFETTI D'ARQUETAN,Voir sa fiche,Equifun 30 cm,Club A Poussin Circuit Dpt équipe,,3,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,002ff2671e58
2026-05-25T05:55:04,BLOEM VD VALKENBERG,Voir sa fiche,Equifun 30 cm,Club A Poussin Circuit Dpt équipe,,4,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,f3c1d380e910
2026-05-25T05:55:04,ICONE DU METZ,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin Circuit Dpt individuel,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,258542e2e701
2026-05-25T05:55:04,EHOP DES BRANDES,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin Circuit Dpt individuel,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,72b449e72d23
2026-05-25T05:55:04,TORCOED KARIAD,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin Circuit Dpt individuel,,3,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,d35a864e1ad9
2026-05-25T05:55:04,ICONE DU METZ,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin Circuit Dpt individuel,,4,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,23cd87b4bd96
2026-05-25T05:55:04,ATLANTIC DES AUGUSTINES,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin Circuit Dpt individuel,,5,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,1e4bcd09773a
2026-05-25T05:55:04,ECLAT DE PILORGES,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin Circuit Dpt individuel,,6,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,708aceae0f1a
2026-05-25T05:55:04,DOODLE,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin Circuit Dpt individuel,,7,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,dc8d923c34a9
2026-05-25T05:55:04,ICONE DU METZ,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin Circuit Dpt individuel,,8,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,539de78dbef7
2026-05-25T05:55:04,UNFENOMENE D'ARQUETAN,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin Circuit Dpt individuel,,2,6,cold-start,True,LightGBM,crawl-predict:c36a23a6,2aba594cb996
2026-05-25T05:55:04,TOISSY DE BORDES,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin Circuit Dpt individuel,,3,6,cold-start,True,LightGBM,crawl-predict:c36a23a6,06f19448af75
2026-05-25T05:55:04,LISRUA PRIDE,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin Circuit Dpt individuel,,4,6,cold-start,True,LightGBM,crawl-predict:c36a23a6,ae2e7d1eb41d
2026-05-25T05:55:04,JINGLE,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin Circuit Dpt individuel,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,8f96efb07f00
2026-05-25T05:55:04,UNFENOMENE D'ARQUETAN,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin Circuit Dpt individuel,,5,6,cold-start,True,LightGBM,crawl-predict:c36a23a6,2c4300221880
2026-05-25T05:55:04,TOISSY DE BORDES,Voir sa fiche,Equifun 40 cm,Club Poney Benjamin Circuit Dpt individuel,,6,6,cold-start,True,LightGBM,crawl-predict:c36a23a6,3b6c66938126
2026-05-25T05:55:04,REALE DE MAUPET,Voir sa fiche,Equifun 50 cm,Club Poney Minime Circuit Dpt individuel,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,dff578b37d0e
2026-05-25T05:55:04,LISRUA PRIDE,Voir sa fiche,Equifun 50 cm,Club Poney Minime Circuit Dpt individuel,,2,6,cold-start,True,LightGBM,crawl-predict:c36a23a6,8a17942878d8
2026-05-25T05:55:04,UNFENOMENE D'ARQUETAN,Voir sa fiche,Equifun 50 cm,Club Poney Minime Circuit Dpt individuel,,3,6,cold-start,True,LightGBM,crawl-predict:c36a23a6,46bdc532b2a4
2026-05-25T05:55:04,TETHYS DE PLEYSSE,Voir sa fiche,Equifun 70 cm,Club Elite Circuit Dpt individuel,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,b7622815d2e5
2026-05-25T05:55:04,SIMBA DU LAVILLON,Voir sa fiche,Equifun 70 cm,Club Elite Circuit Dpt individuel,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,fa14854b0fcd
2026-05-25T05:55:04,QUERIBUS,Voir sa fiche,Equifun 70 cm,Club Elite Circuit Dpt individuel,,3,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,540e39c2b39a
2026-05-25T05:55:04,OPEN,Voir sa fiche,Equifun 70 cm,Club Elite Circuit Dpt individuel,,4,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,a8dccd025cda
2026-05-25T05:55:04,FETICHE DES PONTS,Voir sa fiche,Equifun 70 cm,Club Elite Circuit Dpt équipe,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,848c5e2d68b0
2026-05-25T05:55:04,FOSTER DORCAMP,Voir sa fiche,Equifun 70 cm,Club Elite Circuit Dpt équipe,,4,7,cold-start,True,LightGBM,crawl-predict:c36a23a6,bfd4330cca5d
2026-05-25T05:55:04,SAPHIRA,Voir sa fiche,Equifun 70 cm,Club Elite Circuit Dpt équipe,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,50da01697aab
2026-05-25T05:55:04,LA BISE,Voir sa fiche,Equifun 70 cm,Club Elite Circuit Dpt équipe,,3,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,3c830662679e
2026-05-25T05:55:04,BETH TOUTUNG,Voir sa fiche,Equifun 60 cm,Club Circuit Dpt individuel,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,131674d76503
2026-05-25T05:55:04,OPEN,Voir sa fiche,Equifun 60 cm,Club Circuit Dpt individuel,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,e92626c04e0a
2026-05-25T05:55:04,REALE DE MAUPET,Voir sa fiche,Equifun 60 cm,Club Circuit Dpt individuel,,3,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,dfa4acb4c89a
2026-05-25T05:55:04,TEMPETE D'ENCOUSTEAU,Voir sa fiche,Equifun 60 cm,Club Circuit Dpt individuel,,4,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,6e5bf3e3d55f
2026-05-25T05:55:04,TETHYS DE PLEYSSE,Voir sa fiche,Equifun 60 cm,Club Circuit Dpt individuel,,5,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,4582aad81634
2026-05-25T05:55:04,GRAFFITI DE CHATENET,Voir sa fiche,Equifun 60 cm,Club Circuit Dpt équipe,,1,100,cold-start,True,LightGBM,crawl-predict:c36a23a6,868b6a49311a
2026-05-25T05:55:04,VITO,Voir sa fiche,Equifun 60 cm,Club Circuit Dpt équipe,,3,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,52f69e63832d
2026-05-25T05:55:04,COCA COLA ZENN,Voir sa fiche,Equifun 60 cm,Club Circuit Dpt équipe,,2,100,cold-start,True,LightGBM,crawl-predict:c36a23a6,143fcf64f089
2026-05-25T05:55:04,VICTOR,Voir sa fiche,Equifun 60 cm,Club Circuit Dpt équipe,,4,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,54235bf23970
2026-05-25T05:55:04,DOODLE,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin équipe,,1,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,34717c95c3a7
2026-05-25T05:55:04,ECLAT DE PILORGES,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin équipe,,2,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,e4c8dbf32eec
2026-05-25T05:55:04,EHOP DES BRANDES,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin équipe,,3,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,f1140087aefe
2026-05-25T05:55:04,ATLANTIC DES AUGUSTINES,Voir sa fiche,Equifun 40 cm,Club Poney B Benjamin équipe,,4,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,c18736c27696
2026-05-25T05:55:04,FIDJIE DU SANON,Voir sa fiche,Equifun 30 cm,Club A Moustique Chp Reg Circuit Dpt individuel,,2,53,cold-start,True,LightGBM,crawl-predict:c36a23a6,702afdbbee6d
2026-05-25T05:55:04,ESMEE DRESS CODE,Voir sa fiche,Equifun 30 cm,Club A Moustique Chp Reg Circuit Dpt individuel,,3,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,55232e56e221
2026-05-25T05:55:04,ESPION DES ISLES,Voir sa fiche,Equifun 30 cm,Club A Moustique Chp Reg Circuit Dpt individuel,,16,4,cold-start,True,LightGBM,crawl-predict:c36a23a6,bb7eb0b3f23e
2026-05-25T05:55:04,DIAMOND ICE DES VOLTS,Voir sa fiche,Equifun 30 cm,Club A Moustique Chp Reg Circuit Dpt individuel,,4,17,cold-start,True,LightGBM,crawl-predict:c36a23a6,5e7c6a5e33ad
