concours_id,cheval_id,cavalier_id,club_id,cheval_nom,cavalier_nom,club,sexe_cheval,robe_cheval,taille_cheval,discipline_famille,hauteur_cm,niveau_epreuve,type_epreuve,is_equipe,nombre_participants,niveau_num,horse_win_rate,horse_participations,rider_win_rate,rider_participations,club_win_rate,couple_synergy,experience_ratio,horse_wr_x_niveau,horse_wr_x_hauteur,rider_wr_x_niveau,rider_wr_x_hauteur,synergy_x_niveau,pts_qualification,classement,resultat_binaire
2509086,1012,3041,264,EVE DU FAUBOURG,LUCIE CHAVENAS,C H  DE VERSAILLES (78),Femelle,Bai,Catégorie F,CSO,85,Niveau2,GrandPrix,0,12,4,1.0,1,0.3,0,1.0,0.3,0.10526315789473684,4.0,0.85,1.2,0.255,1.2,12.0,32,1
2509086,3886,3067,988,AGATHE DE LAURIERE,BLANCHE LAURENT,STE EQUESTRE L ETRIER (75),Femelle,Palomino,Catégorie C,CSO,80,Niveau2,GrandPrix,0,18,4,0.3,0,0.0,1,0.25,0.0,0.0,1.2,0.24,0.0,0.0,0.0,6.0,51,0
2509086,3887,3068,988,BELLA ROCHE,VIOLETTE TREMEY,STE EQUESTRE L ETRIER (75),Femelle,Alezan,Catégorie D,CSO,80,Niveau2,GrandPrix,0,18,4,0.0,1,0.0,1,0.2,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,6.0,56,0
2509086,3888,3069,48,J'T'ADORE DES AURS,MILA VIGNARD,PONEY CLUB D OZOIR (77),Mâle,Palomino,Catégorie C,CSO,80,Niveau2,GrandPrix,0,18,4,0.3,0,0.3,0,1.0,0.09,0.0,1.2,0.24,1.2,0.24,0.36,6.0,59,0
2509086,3885,3066,988,ULM,MARIE BELLENOUX,STE EQUESTRE L ETRIER (75),Hongre,Noir Pangare,Catégorie D,CSO,80,Niveau2,GrandPrix,0,18,4,0.3,0,0.3,0,0.16666666666666666,0.09,0.0,1.2,0.24,1.2,0.24,0.36,12.0,49,1
2509086,3892,3079,949,HILDEGARDE DE BORD,ORANE GRARD,ECURIE MA BOHEME (77),Femelle,Gris Clair,Catégorie C,CSO,70,Niveau3,GrandPrix,0,7,4,0.3,0,0.3,0,0.5,0.09,0.0,1.2,0.21,1.2,0.21,0.36,4.0,50,0
2509086,3891,3080,989,ATHOS SI,LAURA CHAMBESLIN,EQ INVEST SAS (78),Mâle,Alezan Crins Laves,Catégorie D,CSO,70,Niveau3,GrandPrix,0,7,4,0.0,1,0.3,0,0.0,0.0,0.125,0.0,0.0,1.2,0.21,0.0,4.0,35,0
2509086,3691,2870,949,KISS D'ORGEVAL,LILLY JUNE MARTIN FENOUILLET,ECURIE MA BOHEME (77),Mâle,Bai,Catégorie D,CSO,70,Niveau3,GrandPrix,0,7,4,0.0,1,0.0,1,0.3333333333333333,0.0,0.125,0.0,0.0,0.0,0.0,0.0,4.0,39,0
2509086,3489,3081,899,CALYPSO DU RIQUOLIN,AZILIS GALINIER,RIDERLAND  ECURIE DES CHARTREUX (91),Femelle,Bai,Catégorie D,CSO,70,Niveau3,GrandPrix,0,7,4,0.0,1,0.0,1,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,4.0,40,0
2509086,3891,3082,989,ATHOS SI,ALICIA CLAMY,EQ INVEST SAS (78),Mâle,Alezan Crins Laves,Catégorie D,CSO,70,Niveau3,GrandPrix,0,7,4,0.0,2,0.3,0,0.0,0.0,0.25,0.0,0.0,1.2,0.21,0.0,0.0,51,0
2509086,3571,2769,928,CALI'HOPE DE CER,MAE GRESET,ECURIES DE LA FAISANDERIE (77),Femelle,Bai,Catégorie D,CSO,100,Club,GrandPrix,0,1,3,1.0,1,1.0,1,1.0,1.0,0.09090909090909091,3.0,1.0,3.0,1.0,3.0,6.0,5,0
